InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Category,Quantity,UnitPrice,Revenue
C505382,2022-07-09,11371,United Kingdom,P0342,Clothing,5,56.16,280.8
C504604,2022-07-09,11175,United Kingdom,P0336,Pet Supplies,1,64.52,64.52
C505284,2022-07-09,11346,United Kingdom,P0083,Food & Grocery,2,26.08,52.16
C505284,2022-07-09,11346,United Kingdom,P0335,Baby,6,6.5,39.0
C501127,2022-07-09,10307,United Kingdom,P0022,Electronics,2,19.67,39.34
C501127,2022-07-09,10307,United Kingdom,P0272,Baby,3,26.62,79.86
C501127,2022-07-09,10307,United Kingdom,P0357,Food & Grocery,1,7.26,7.26
C505284,2022-07-09,11346,United Kingdom,P0249,Health,6,9.38,56.28
C500197,2022-07-09,10050,France,P0338,Books,4,15.66,62.64
C506829,2022-07-09,11766,United Kingdom,P0326,Health,6,211.38,1268.28
C505791,2022-07-10,11477,Netherlands,P0256,Toys,5,17.4,87.0
C506639,2022-07-10,11721,Spain,P0278,Home & Garden,6,5.97,35.82
C506639,2022-07-10,11721,Spain,P0112,Food & Grocery,1,12.61,12.61
C504527,2022-07-10,11154,United Kingdom,P0014,Food & Grocery,3,30.97,92.91
C507074,2022-07-10,11818,United Kingdom,P0006,Pet Supplies,6,5.66,33.96
C500016,2022-07-10,10004,France,P0339,Music,5,53.93,269.65
C500016,2022-07-10,10004,France,P0145,Tools,3,20.32,60.96
C504527,2022-07-10,11154,United Kingdom,P0149,Food & Grocery,1,9.22,9.22
C503892,2022-07-11,10986,United Kingdom,P0140,Food & Grocery,5,9.77,48.85
C503436,2022-07-11,10871,United Kingdom,P0041,Tools,5,5.23,26.15
C503828,2022-07-11,10969,Netherlands,P0144,Food & Grocery,3,33.14,99.42
C503892,2022-07-11,10986,United Kingdom,P0001,Books,5,18.83,94.15
C503828,2022-07-11,10969,Netherlands,P0104,Electronics,5,45.05,225.25
C504045,2022-07-11,11018,United Kingdom,P0335,Baby,1,5.92,5.92
C504361,2022-07-11,11107,United Kingdom,P0121,Pet Supplies,2,15.25,30.5
C504361,2022-07-11,11107,United Kingdom,P0075,Electronics,3,5.95,17.85
C504361,2022-07-11,11107,United Kingdom,P0166,Baby,6,20.82,124.92
C504361,2022-07-11,11107,United Kingdom,P0022,Electronics,1,19.71,19.71
C505794,2022-07-11,11477,Netherlands,P0314,Health,4,26.48,105.92
C505794,2022-07-11,11477,Netherlands,P0223,Music,3,8.01,24.03
C503828,2022-07-11,10969,Netherlands,P0219,Toys,6,23.82,142.92
C504361,2022-07-11,11107,United Kingdom,P0062,Sports & Outdoors,5,12.24,61.2
C505794,2022-07-11,11477,Netherlands,P0013,Health,5,21.52,107.6
C506389,2022-07-11,11645,United Kingdom,P0169,Jewelry,2,25.83,51.66
C506389,2022-07-11,11645,United Kingdom,P0301,Home & Garden,4,23.8,95.2
C503091,2022-07-12,10779,United Kingdom,P0271,Baby,5,35.04,175.2
C508189,2022-07-12,12116,United Kingdom,P0248,Automotive,3,3.86,11.58
C508189,2022-07-12,12116,United Kingdom,P0000,Toys,3,8.87,26.61
C508189,2022-07-12,12116,United Kingdom,P0058,Clothing,3,24.72,74.16
C508189,2022-07-12,12116,United Kingdom,P0353,Food & Grocery,4,10.49,41.96
C501109,2022-07-12,10302,United Kingdom,P0231,Music,6,9.69,58.14
C501109,2022-07-12,10302,United Kingdom,P0115,Music,3,4.2,12.6
C501109,2022-07-12,10302,United Kingdom,P0179,Clothing,2,7.39,14.78
C507397,2022-07-12,11913,United Kingdom,P0356,Electronics,6,16.46,98.76
C508189,2022-07-12,12116,United Kingdom,P0027,Electronics,5,156.43,782.15
C503351,2022-07-12,10854,United Kingdom,P0275,Books,5,27.82,139.1
C506608,2022-07-12,11711,France,P0294,Electronics,2,21.25,42.5
C508189,2022-07-12,12116,United Kingdom,P0285,Clothing,3,4.42,13.26
C506608,2022-07-12,11711,France,P0204,Books,1,14.89,14.89
C509541,2022-07-13,12478,Spain,P0284,Electronics,4,61.36,245.44
C502489,2022-07-13,10637,United Kingdom,P0166,Baby,6,20.37,122.22
C502489,2022-07-13,10637,United Kingdom,P0077,Music,1,27.77,27.77
C501804,2022-07-13,10465,Germany,P0080,Toys,5,15.94,79.7
C507354,2022-07-13,11902,France,P0096,Office,1,69.67,69.67
C506557,2022-07-14,11698,Spain,P0276,Home & Garden,2,38.03,76.06
C506557,2022-07-14,11698,Spain,P0257,Beauty,5,24.37,121.85
C506557,2022-07-14,11698,Spain,P0124,Sports & Outdoors,5,18.72,93.6
C505844,2022-07-14,11492,Netherlands,P0136,Home & Garden,2,19.15,38.3
C506169,2022-07-14,11583,Netherlands,P0169,Jewelry,2,25.86,51.72
C506557,2022-07-14,11698,Spain,P0371,Baby,2,25.01,50.02
C508711,2022-07-14,12254,Germany,P0031,Home & Garden,5,23.67,118.35
C502293,2022-07-15,10588,Germany,P0154,Sports & Outdoors,4,45.91,183.64
C506917,2022-07-15,11785,United Kingdom,P0369,Toys,3,24.03,72.09
C506917,2022-07-15,11785,United Kingdom,P0330,Home & Garden,5,4.32,21.6
C500788,2022-07-15,10216,United Kingdom,P0295,Music,3,6.97,20.91
C505767,2022-07-15,11472,Germany,P0023,Food & Grocery,2,31.04,62.08
C506917,2022-07-15,11785,United Kingdom,P0281,Music,1,28.03,28.03
C505767,2022-07-15,11472,Germany,P0155,Office,4,9.63,38.52
C503253,2022-07-16,10825,Germany,P0346,Clothing,1,7.2,7.2
C504204,2022-07-16,11064,Spain,P0233,Music,6,17.58,105.48
C504295,2022-07-16,11090,United Kingdom,P0190,Toys,6,18.61,111.66
C504295,2022-07-16,11090,United Kingdom,P0045,Music,5,18.09,90.45
C504295,2022-07-16,11090,United Kingdom,P0296,Beauty,2,10.42,20.84
C504295,2022-07-16,11090,United Kingdom,P0146,Health,1,30.93,30.93
C507666,2022-07-16,11993,United Kingdom,P0024,Music,1,15.66,15.66
C507994,2022-07-16,12072,United Kingdom,P0005,Food & Grocery,2,23.52,47.04
C505908,2022-07-16,11510,Germany,P0289,Food & Grocery,3,15.06,45.18
C505324,2022-07-17,11355,France,P0283,Toys,1,16.75,16.75
C505699,2022-07-17,11456,United Kingdom,P0182,Jewelry,2,35.05,70.1
C508526,2022-07-17,12204,United Kingdom,P0202,Toys,1,15.28,15.28
C505699,2022-07-17,11456,United Kingdom,P0061,Toys,5,26.79,133.95
C505699,2022-07-17,11456,United Kingdom,P0257,Beauty,5,24.29,121.45
C505699,2022-07-17,11456,United Kingdom,P0294,Electronics,2,20.99,41.98
C505699,2022-07-17,11456,United Kingdom,P0212,Pet Supplies,2,27.57,55.14
C505699,2022-07-17,11456,United Kingdom,P0204,Books,5,15.08,75.4
C505699,2022-07-17,11456,United Kingdom,P0332,Music,6,8.4,50.4
C505699,2022-07-17,11456,United Kingdom,P0206,Baby,1,20.12,20.12
C501547,2022-07-17,10398,United Kingdom,P0069,Jewelry,1,2.69,2.69
C500392,2022-07-17,10109,United Kingdom,P0322,Books,5,62.5,312.5
C507838,2022-07-17,12036,United Kingdom,P0276,Home & Garden,2,37.63,75.26
C502050,2022-07-18,10525,Spain,P0389,Automotive,3,5.44,16.32
C504771,2022-07-18,11215,Germany,P0224,Electronics,2,32.4,64.8
C504771,2022-07-18,11215,Germany,P0165,Home & Garden,2,12.35,24.7
C502296,2022-07-19,10589,United Kingdom,P0117,Jewelry,5,17.69,88.45
C508597,2022-07-19,12224,Germany,P0161,Automotive,4,30.88,123.52
C506828,2022-07-19,11766,United Kingdom,P0032,Music,1,12.31,12.31
C508597,2022-07-19,12224,Germany,P0081,Music,1,8.98,8.98
C503950,2022-07-20,10996,Spain,P0392,Baby,5,1.52,7.6
C503950,2022-07-20,10996,Spain,P0359,Health,6,14.89,89.34
C504035,2022-07-20,11016,United Kingdom,P0005,Food & Grocery,6,23.39,140.34
C504035,2022-07-20,11016,United Kingdom,P0371,Baby,6,25.36,152.16
C503950,2022-07-20,10996,Spain,P0007,Sports & Outdoors,2,27.24,54.48
C504252,2022-07-20,11077,United Kingdom,P0039,Health,4,31.82,127.28
C504035,2022-07-20,11016,United Kingdom,P0147,Clothing,3,26.13,78.39
C504450,2022-07-20,11132,United Kingdom,P0200,Tools,3,32.12,96.36
C505694,2022-07-20,11454,United Kingdom,P0252,Books,1,11.02,11.02
C503950,2022-07-20,10996,Spain,P0053,Music,2,6.79,13.58
C504035,2022-07-20,11016,United Kingdom,P0388,Automotive,3,31.03,93.09
C507809,2022-07-20,12027,United Kingdom,P0309,Beauty,6,16.09,96.54
C502393,2022-07-21,10610,Germany,P0280,Books,4,12.27,49.08
C502003,2022-07-21,10515,Netherlands,P0220,Health,2,53.16,106.32
C502003,2022-07-21,10515,Netherlands,P0179,Clothing,3,7.59,22.77
C501670,2022-07-21,10429,United Kingdom,P0009,Office,4,30.17,120.68
C502003,2022-07-21,10515,Netherlands,P0128,Music,5,17.28,86.4
C502003,2022-07-21,10515,Netherlands,P0275,Books,2,27.35,54.7
C506916,2022-07-21,11785,United Kingdom,P0395,Books,6,12.83,76.98
C502003,2022-07-21,10515,Netherlands,P0028,Baby,1,26.46,26.46
C506916,2022-07-21,11785,United Kingdom,P0220,Health,4,53.14,212.56
C506916,2022-07-21,11785,United Kingdom,P0343,Office,1,24.69,24.69
C506916,2022-07-21,11785,United Kingdom,P0038,Home & Garden,3,10.55,31.65
C502003,2022-07-21,10515,Netherlands,P0299,Baby,2,34.84,69.68
C503886,2022-07-22,10984,United Kingdom,P0024,Music,2,15.28,30.56
C508952,2022-07-22,12317,United Kingdom,P0234,Music,2,20.57,41.14
C505058,2022-07-22,11291,United Kingdom,P0242,Music,4,42.0,168.0
C507545,2022-07-22,11958,United Kingdom,P0002,Pet Supplies,6,19.67,118.02
C503897,2022-07-22,10988,United Kingdom,P0070,Electronics,5,28.15,140.75
C502828,2022-07-22,10727,France,P0289,Food & Grocery,5,15.31,76.55
C502828,2022-07-22,10727,France,P0248,Automotive,6,3.93,23.58
C502828,2022-07-22,10727,France,P0067,Automotive,4,16.92,67.68
C503897,2022-07-22,10988,United Kingdom,P0140,Food & Grocery,4,9.38,37.52
C503897,2022-07-22,10988,United Kingdom,P0045,Music,3,17.66,52.98
C508952,2022-07-22,12317,United Kingdom,P0048,Jewelry,3,20.9,62.7
C507433,2022-07-23,11923,France,P0151,Clothing,4,25.72,102.88
C507433,2022-07-23,11923,France,P0137,Automotive,5,9.29,46.45
C509014,2022-07-23,12333,United Kingdom,P0259,Health,4,6.23,24.92
C507433,2022-07-23,11923,France,P0215,Pet Supplies,6,15.17,91.02
C509534,2022-07-23,12477,Spain,P0089,Electronics,1,14.13,14.13
C502334,2022-07-23,10601,United Kingdom,P0170,Food & Grocery,1,8.13,8.13
C502437,2022-07-23,10623,United Kingdom,P0074,Sports & Outdoors,2,16.48,32.96
C502442,2022-07-23,10625,United Kingdom,P0120,Baby,3,41.88,125.64
C502437,2022-07-23,10623,United Kingdom,P0135,Pet Supplies,6,25.4,152.4
C502437,2022-07-23,10623,United Kingdom,P0065,Electronics,6,12.17,73.02
C502334,2022-07-23,10601,United Kingdom,P0342,Clothing,4,56.33,225.32
C502437,2022-07-23,10623,United Kingdom,P0289,Food & Grocery,2,14.59,29.18
C504628,2022-07-24,11182,Netherlands,P0253,Pet Supplies,6,26.09,156.54
C505240,2022-07-24,11336,United Kingdom,P0342,Clothing,5,56.55,282.75
C504779,2022-07-24,11217,Spain,P0278,Home & Garden,4,5.56,22.24
C504779,2022-07-24,11217,Spain,P0223,Music,3,8.22,24.66
C507965,2022-07-24,12066,Netherlands,P0205,Pet Supplies,2,11.96,23.92
C504628,2022-07-24,11182,Netherlands,P0371,Baby,6,25.47,152.82
C508707,2022-07-24,12254,Germany,P0394,Clothing,3,25.47,76.41
C504553,2022-07-24,11164,Netherlands,P0335,Baby,5,6.55,32.75
C504779,2022-07-24,11217,Spain,P0063,Automotive,4,29.72,118.88
C507192,2022-07-24,11852,Germany,P0362,Automotive,3,9.3,27.9
C508707,2022-07-24,12254,Germany,P0395,Books,5,13.47,67.35
C504779,2022-07-24,11217,Spain,P0257,Beauty,3,24.22,72.66
C508521,2022-07-25,12204,United Kingdom,P0281,Music,3,28.86,86.58
C507357,2022-07-25,11902,France,P0130,Music,2,59.1,118.2
C504323,2022-07-25,11097,France,P0397,Beauty,3,9.6,28.8
C508464,2022-07-25,12190,United Kingdom,P0099,Pet Supplies,5,33.41,167.05
C503893,2022-07-25,10986,United Kingdom,P0137,Automotive,2,9.53,19.06
C508464,2022-07-25,12190,United Kingdom,P0125,Food & Grocery,2,9.09,18.18
C507357,2022-07-25,11902,France,P0086,Jewelry,6,8.85,53.1
C508464,2022-07-25,12190,United Kingdom,P0078,Tools,4,8.47,33.88
C507357,2022-07-25,11902,France,P0208,Jewelry,2,24.48,48.96
C508464,2022-07-25,12190,United Kingdom,P0325,Beauty,1,19.97,19.97
C504323,2022-07-25,11097,France,P0391,Clothing,5,52.77,263.85
C504323,2022-07-25,11097,France,P0165,Home & Garden,5,11.42,57.1
C504323,2022-07-25,11097,France,P0089,Electronics,1,13.58,13.58
C508521,2022-07-25,12204,United Kingdom,P0070,Electronics,1,27.65,27.65
C508521,2022-07-25,12204,United Kingdom,P0127,Automotive,3,10.7,32.1
C508521,2022-07-25,12204,United Kingdom,P0083,Food & Grocery,5,26.67,133.35
C507357,2022-07-25,11902,France,P0100,Tools,2,93.47,186.94
C504323,2022-07-25,11097,France,P0387,Toys,1,9.38,9.38
C503893,2022-07-25,10986,United Kingdom,P0017,Food & Grocery,5,7.92,39.6
C508464,2022-07-25,12190,United Kingdom,P0191,Health,1,9.69,9.69
C506510,2022-07-25,11684,France,P0396,Food & Grocery,4,21.51,86.04
C506510,2022-07-25,11684,France,P0109,Tools,4,14.21,56.84
C508464,2022-07-25,12190,United Kingdom,P0185,Sports & Outdoors,3,11.7,35.1
C508521,2022-07-25,12204,United Kingdom,P0398,Food & Grocery,6,16.66,99.96
C508464,2022-07-25,12190,United Kingdom,P0241,Toys,1,73.66,73.66
C508761,2022-07-25,12263,United Kingdom,P0279,Office,2,2.39,4.78
C504323,2022-07-25,11097,France,P0111,Tools,6,6.13,36.78
C507563,2022-07-26,11966,United Kingdom,P0321,Sports & Outdoors,6,49.23,295.38
C507563,2022-07-26,11966,United Kingdom,P0391,Clothing,5,52.64,263.2
C507563,2022-07-26,11966,United Kingdom,P0240,Office,3,5.22,15.66
C504936,2022-07-26,11253,Germany,P0356,Electronics,4,16.59,66.36
C502000,2022-07-26,10515,Netherlands,P0274,Automotive,6,6.77,40.62
C507154,2022-07-27,11842,Spain,P0170,Food & Grocery,3,7.74,23.22
C504011,2022-07-27,11008,United Kingdom,P0061,Toys,3,26.78,80.34
C507154,2022-07-27,11842,Spain,P0156,Toys,1,24.16,24.16
C502134,2022-07-27,10548,United Kingdom,P0369,Toys,3,24.59,73.77
C504011,2022-07-27,11008,United Kingdom,P0177,Clothing,2,26.79,53.58
C504011,2022-07-27,11008,United Kingdom,P0169,Jewelry,1,25.17,25.17
C504011,2022-07-27,11008,United Kingdom,P0058,Clothing,6,25.03,150.18
C507293,2022-07-27,11885,United Kingdom,P0305,Sports & Outdoors,1,6.62,6.62
C502134,2022-07-27,10548,United Kingdom,P0033,Office,2,27.86,55.72
C506110,2022-07-27,11563,France,P0111,Tools,4,6.24,24.96
C500630,2022-07-27,10170,United Kingdom,P0275,Books,2,27.8,55.6
C504011,2022-07-27,11008,United Kingdom,P0324,Beauty,4,25.34,101.36
C502134,2022-07-27,10548,United Kingdom,P0072,Automotive,1,10.64,10.64
C504011,2022-07-27,11008,United Kingdom,P0205,Pet Supplies,4,11.86,47.44
C505802,2022-07-27,11480,France,P0098,Beauty,3,5.65,16.95
C505802,2022-07-27,11480,France,P0190,Toys,3,19.3,57.9
C502335,2022-07-27,10601,United Kingdom,P0351,Automotive,6,25.09,150.54
C501282,2022-07-27,10341,United Kingdom,P0388,Automotive,6,31.08,186.48
C501985,2022-07-27,10511,France,P0154,Sports & Outdoors,6,45.77,274.62
C501282,2022-07-27,10341,United Kingdom,P0241,Toys,5,73.23,366.15
C501985,2022-07-27,10511,France,P0142,Music,4,20.47,81.88
C501985,2022-07-27,10511,France,P0100,Tools,6,93.49,560.94
C501985,2022-07-27,10511,France,P0236,Jewelry,5,34.95,174.75
C501282,2022-07-27,10341,United Kingdom,P0088,Books,4,7.91,31.64
C500238,2022-07-28,10065,United Kingdom,P0315,Food & Grocery,6,29.81,178.86
C505088,2022-07-28,11299,United Kingdom,P0218,Baby,2,15.7,31.4
C502773,2022-07-28,10714,Netherlands,P0144,Food & Grocery,3,32.98,98.94
C502773,2022-07-28,10714,Netherlands,P0179,Clothing,1,7.08,7.08
C504268,2022-07-28,11083,United Kingdom,P0377,Home & Garden,3,6.73,20.19
C502675,2022-07-28,10692,Spain,P0054,Toys,6,24.15,144.9
C503213,2022-07-29,10814,United Kingdom,P0314,Health,1,26.46,26.46
C506508,2022-07-29,11684,France,P0269,Health,5,68.93,344.65
C503213,2022-07-29,10814,United Kingdom,P0066,Books,2,9.85,19.7
C505360,2022-07-29,11364,Germany,P0136,Home & Garden,4,19.56,78.24
C506499,2022-07-29,11681,France,P0357,Food & Grocery,1,7.69,7.69
C502606,2022-07-29,10672,France,P0308,Baby,3,81.95,245.85
C505360,2022-07-29,11364,Germany,P0216,Books,3,16.81,50.43
C502606,2022-07-29,10672,France,P0387,Toys,5,9.25,46.25
C505396,2022-07-30,11376,United Kingdom,P0253,Pet Supplies,6,26.47,158.82
C503861,2022-07-30,10976,Netherlands,P0174,Food & Grocery,4,40.94,163.76
C504530,2022-07-30,11154,United Kingdom,P0207,Books,1,7.22,7.22
C501452,2022-07-30,10378,Germany,P0116,Automotive,3,10.6,31.8
C504530,2022-07-30,11154,United Kingdom,P0156,Toys,6,24.79,148.74
C502825,2022-07-30,10727,France,P0353,Food & Grocery,5,9.96,49.8
C504530,2022-07-30,11154,United Kingdom,P0288,Home & Garden,2,21.34,42.68
C502825,2022-07-30,10727,France,P0072,Automotive,6,9.95,59.7
C502825,2022-07-30,10727,France,P0305,Sports & Outdoors,3,6.85,20.55
C505396,2022-07-30,11376,United Kingdom,P0225,Office,2,18.08,36.16
C503861,2022-07-30,10976,Netherlands,P0152,Home & Garden,2,15.6,31.2
C502825,2022-07-30,10727,France,P0235,Books,6,75.68,454.08
C508307,2022-07-31,12150,France,P0274,Automotive,1,6.32,6.32
C500222,2022-07-31,10060,United Kingdom,P0330,Home & Garden,6,4.04,24.24
C500223,2022-07-31,10060,United Kingdom,P0219,Toys,4,23.34,93.36
C503873,2022-07-31,10979,United Kingdom,P0044,Music,5,7.09,35.45
C500223,2022-07-31,10060,United Kingdom,P0066,Books,3,9.85,29.55
C500223,2022-07-31,10060,United Kingdom,P0005,Food & Grocery,2,23.12,46.24
C505252,2022-07-31,11338,United Kingdom,P0136,Home & Garden,3,19.35,58.05
C508307,2022-07-31,12150,France,P0386,Health,5,36.08,180.4
C505252,2022-07-31,11338,United Kingdom,P0264,Clothing,2,57.3,114.6
C506345,2022-07-31,11633,United Kingdom,P0354,Baby,1,8.98,8.98
C500222,2022-07-31,10060,United Kingdom,P0223,Music,5,7.98,39.9
C508307,2022-07-31,12150,France,P0200,Tools,3,31.67,95.01
C508307,2022-07-31,12150,France,P0388,Automotive,5,31.8,159.0
C506961,2022-07-31,11796,United Kingdom,P0133,Pet Supplies,1,2.5,2.5
C503075,2022-08-01,10776,United Kingdom,P0103,Music,1,10.21,10.21
C503732,2022-08-01,10942,United Kingdom,P0386,Health,5,36.68,183.4
C508139,2022-08-01,12104,Spain,P0263,Home & Garden,6,8.06,48.36
C506724,2022-08-01,11741,United Kingdom,P0021,Sports & Outdoors,1,20.37,20.37
C501957,2022-08-01,10504,United Kingdom,P0225,Office,5,18.43,92.15
C508139,2022-08-01,12104,Spain,P0344,Clothing,5,5.99,29.95
C503732,2022-08-01,10942,United Kingdom,P0196,Office,6,8.47,50.82
C503732,2022-08-01,10942,United Kingdom,P0355,Toys,5,7.84,39.2
C503732,2022-08-01,10942,United Kingdom,P0131,Pet Supplies,6,5.6,33.6
C500373,2022-08-01,10103,Spain,P0394,Clothing,4,24.78,99.12
C509183,2022-08-01,12379,United Kingdom,P0230,Beauty,4,2.76,11.04
C500373,2022-08-01,10103,Spain,P0167,Toys,6,14.17,85.02
C509183,2022-08-01,12379,United Kingdom,P0312,Books,6,13.96,83.76
C509183,2022-08-01,12379,United Kingdom,P0355,Toys,3,7.88,23.64
C500145,2022-08-02,10035,France,P0276,Home & Garden,1,37.51,37.51
C500145,2022-08-02,10035,France,P0059,Sports & Outdoors,6,40.83,244.98
C509147,2022-08-03,12373,Spain,P0223,Music,6,8.0,48.0
C507716,2022-08-03,12007,France,P0386,Health,1,36.42,36.42
C505573,2022-08-03,11418,Germany,P0289,Food & Grocery,6,15.35,92.1
C509147,2022-08-03,12373,Spain,P0125,Food & Grocery,1,8.82,8.82
C509147,2022-08-03,12373,Spain,P0182,Jewelry,2,35.48,70.96
C506415,2022-08-03,11655,United Kingdom,P0307,Office,3,5.38,16.14
C500698,2022-08-03,10190,Spain,P0328,Baby,1,13.57,13.57
C500698,2022-08-03,10190,Spain,P0034,Beauty,1,23.17,23.17
C500698,2022-08-03,10190,Spain,P0161,Automotive,5,30.66,153.3
C509147,2022-08-03,12373,Spain,P0323,Electronics,5,12.25,61.25
C505512,2022-08-04,11401,United Kingdom,P0285,Clothing,5,4.85,24.25
C502714,2022-08-04,10701,United Kingdom,P0265,Office,2,16.54,33.08
C507127,2022-08-04,11834,Germany,P0115,Music,5,5.08,25.4
C507268,2022-08-04,11875,United Kingdom,P0354,Baby,3,9.63,28.89
C507268,2022-08-04,11875,United Kingdom,P0135,Pet Supplies,4,25.29,101.16
C507268,2022-08-04,11875,United Kingdom,P0347,Books,1,5.14,5.14
C507268,2022-08-04,11875,United Kingdom,P0222,Beauty,4,96.26,385.04
C507268,2022-08-04,11875,United Kingdom,P0361,Automotive,1,7.59,7.59
C505512,2022-08-04,11401,United Kingdom,P0308,Baby,1,82.31,82.31
C505512,2022-08-04,11401,United Kingdom,P0106,Jewelry,5,22.14,110.7
C505512,2022-08-04,11401,United Kingdom,P0069,Jewelry,1,3.54,3.54
C508313,2022-08-05,12152,Germany,P0318,Tools,4,11.97,47.88
C502354,2022-08-05,10605,United Kingdom,P0260,Automotive,4,4.51,18.04
C503059,2022-08-05,10772,United Kingdom,P0371,Baby,1,25.21,25.21
C508313,2022-08-05,12152,Germany,P0132,Automotive,3,94.58,283.74
C502290,2022-08-05,10587,United Kingdom,P0062,Sports & Outdoors,4,12.29,49.16
C502290,2022-08-05,10587,United Kingdom,P0150,Clothing,3,29.51,88.53
C503016,2022-08-05,10760,United Kingdom,P0041,Tools,1,5.01,5.01
C505159,2022-08-05,11315,United Kingdom,P0191,Health,4,9.54,38.16
C503059,2022-08-05,10772,United Kingdom,P0191,Health,4,10.53,42.12
C503059,2022-08-05,10772,United Kingdom,P0245,Jewelry,6,48.95,293.7
C503059,2022-08-05,10772,United Kingdom,P0376,Music,6,19.11,114.66
C503016,2022-08-05,10760,United Kingdom,P0193,Tools,5,18.86,94.3
C503016,2022-08-05,10760,United Kingdom,P0386,Health,1,36.4,36.4
C500951,2022-08-05,10261,United Kingdom,P0306,Music,5,9.76,48.8
C503016,2022-08-05,10760,United Kingdom,P0118,Food & Grocery,6,52.42,314.52
C500951,2022-08-05,10261,United Kingdom,P0008,Toys,1,6.36,6.36
C503016,2022-08-05,10760,United Kingdom,P0241,Toys,1,73.56,73.56
C503016,2022-08-05,10760,United Kingdom,P0312,Books,5,14.44,72.2
C503016,2022-08-05,10760,United Kingdom,P0215,Pet Supplies,4,16.02,64.08
C503852,2022-08-06,10975,Spain,P0176,Health,6,26.63,159.78
C505241,2022-08-06,11336,United Kingdom,P0157,Office,6,12.96,77.76
C505241,2022-08-06,11336,United Kingdom,P0169,Jewelry,1,25.26,25.26
C505241,2022-08-06,11336,United Kingdom,P0014,Food & Grocery,4,31.49,125.96
C502388,2022-08-07,10610,Germany,P0254,Automotive,1,5.87,5.87
C503473,2022-08-08,10882,United Kingdom,P0112,Food & Grocery,5,11.98,59.9
C503473,2022-08-08,10882,United Kingdom,P0294,Electronics,4,21.47,85.88
C508411,2022-08-08,12176,Netherlands,P0141,Home & Garden,2,32.2,64.4
C508803,2022-08-08,12277,France,P0030,Sports & Outdoors,3,6.3,18.9
C508803,2022-08-08,12277,France,P0255,Clothing,4,14.18,56.72
C501305,2022-08-08,10346,France,P0256,Toys,5,16.67,83.35
C508692,2022-08-08,12250,United Kingdom,P0385,Baby,6,10.83,64.98
C504298,2022-08-09,11092,Spain,P0042,Office,5,17.84,89.2
C504298,2022-08-09,11092,Spain,P0342,Clothing,6,56.6,339.6
C508234,2022-08-09,12128,Germany,P0278,Home & Garden,3,5.47,16.41
C503013,2022-08-09,10760,United Kingdom,P0346,Clothing,5,7.36,36.8
C503013,2022-08-09,10760,United Kingdom,P0072,Automotive,4,10.11,40.44
C502532,2022-08-09,10650,France,P0253,Pet Supplies,2,25.9,51.8
C503013,2022-08-09,10760,United Kingdom,P0110,Baby,1,1.33,1.33
C502532,2022-08-09,10650,France,P0210,Toys,3,13.71,41.13
C509568,2022-08-09,12486,Germany,P0294,Electronics,5,21.12,105.6
C502532,2022-08-09,10650,France,P0159,Music,1,39.74,39.74
C509568,2022-08-09,12486,Germany,P0203,Home & Garden,1,6.86,6.86
C505980,2022-08-09,11526,Germany,P0183,Clothing,2,14.12,28.24
C505980,2022-08-09,11526,Germany,P0386,Health,4,35.99,143.96
C505980,2022-08-09,11526,Germany,P0369,Toys,6,24.28,145.68
C509568,2022-08-09,12486,Germany,P0285,Clothing,4,5.13,20.52
C504298,2022-08-09,11092,Spain,P0324,Beauty,1,24.98,24.98
C504498,2022-08-10,11145,Spain,P0265,Office,4,16.73,66.92
C506285,2022-08-10,11617,United Kingdom,P0282,Jewelry,6,55.51,333.06
C506918,2022-08-10,11785,United Kingdom,P0013,Health,1,21.78,21.78
C506285,2022-08-10,11617,United Kingdom,P0218,Baby,6,16.22,97.32
C503413,2022-08-10,10867,United Kingdom,P0278,Home & Garden,6,6.02,36.12
C508257,2022-08-10,12135,France,P0037,Automotive,2,4.57,9.14
C503517,2022-08-10,10893,Netherlands,P0123,Tools,6,22.78,136.68
C503517,2022-08-10,10893,Netherlands,P0068,Music,2,110.96,221.92
C503413,2022-08-10,10867,United Kingdom,P0041,Tools,3,5.2,15.6
C505874,2022-08-11,11501,Netherlands,P0331,Automotive,6,18.81,112.86
C505874,2022-08-11,11501,Netherlands,P0221,Clothing,1,35.2,35.2
C502127,2022-08-11,10548,United Kingdom,P0144,Food & Grocery,4,33.5,134.0
C507644,2022-08-11,11987,United Kingdom,P0261,Jewelry,4,45.41,181.64
C507949,2022-08-11,12066,Netherlands,P0001,Books,4,18.55,74.2
C509542,2022-08-11,12478,Spain,P0365,Tools,3,6.84,20.52
C509542,2022-08-11,12478,Spain,P0364,Toys,1,23.9,23.9
C509542,2022-08-11,12478,Spain,P0109,Tools,3,14.67,44.01
C500136,2022-08-11,10033,United Kingdom,P0160,Toys,1,31.51,31.51
C500136,2022-08-11,10033,United Kingdom,P0294,Electronics,2,21.58,43.16
C507644,2022-08-11,11987,United Kingdom,P0272,Baby,2,26.56,53.12
C502127,2022-08-11,10548,United Kingdom,P0208,Jewelry,5,23.72,118.6
C507644,2022-08-11,11987,United Kingdom,P0080,Toys,1,16.32,16.32
C502127,2022-08-11,10548,United Kingdom,P0171,Sports & Outdoors,4,91.57,366.28
C502127,2022-08-11,10548,United Kingdom,P0248,Automotive,2,3.53,7.06
